Epoch,Time/train/epoch,Time/train/total,Time/val/epoch,Time/val/total,latent/train/latent_mean,latent/train/latent_std,latent/val/latent_mean,latent/val/latent_std,lr-Adam,recon/train_loss,recon/train_mae,recon/train_psnr,recon/train_ssim,recon/val_loss,recon/val_mae,recon/val_psnr,recon/val_ssim,step
35.0,4.846601486206055,172.82583618164062,,,-0.0046530417166650295,1.039289116859436,,,,0.007927879691123962,0.027833368629217148,21.01350212097168,1.0287387371063232,,,,,35.0
,,,,,,,,,0.001,,,,,,,,,6768
36.0,,,0.8623688220977783,38.660736083984375,,,-0.0032040125224739313,1.0470025539398193,,,,,,0.009159000590443611,0.029779823496937752,20.396961212158203,1.019421100616455,36.0
36.0,4.8181471824646,177.64398193359375,,,-0.004778245929628611,1.0474661588668823,,,,0.007727697491645813,0.027522437274456024,21.12350845336914,1.0302575826644897,,,,,36.0
,,,,,,,,,0.001,,,,,,,,,6956
37.0,,,0.7980496883392334,39.45878601074219,,,-0.005101473070681095,1.0359843969345093,,,,,,0.009539607912302017,0.03045767918229103,20.220470428466797,1.0165835618972778,37.0
37.0,4.682106018066406,182.32608032226562,,,-0.004537786357104778,1.0458698272705078,,,,0.007779888343065977,0.02759477309882641,21.097097396850586,1.0298831462860107,,,,,37.0
,,,,,,,,,0.001,,,,,,,,,7144
38.0,,,0.8219637870788574,40.2807502746582,,,-0.0016538492636755109,1.0401979684829712,,,,,,0.009162124246358871,0.02977060154080391,20.3956298828125,1.0198853015899658,38.0
38.0,4.756525039672852,187.08261108398438,,,-0.0050009856931865215,1.0540677309036255,,,,0.007621620781719685,0.027348516508936882,21.183237075805664,1.0309128761291504,,,,,38.0
,,,,,,,,,0.001,,,,,,,,,7332
39.0,,,0.8233704566955566,41.10411834716797,,,-0.005317287519574165,1.053054690361023,,,,,,0.009242948144674301,0.030106237158179283,20.35692024230957,1.0172199010849,39.0
39.0,4.54898738861084,191.631591796875,,,-0.00462897215038538,1.0511510372161865,,,,0.00769404461607337,0.027455253526568413,21.143495559692383,1.0304549932479858,,,,,39.0
,,,,,,,,,0.001,,,,,,,,,7520
40.0,,,0.7731468677520752,41.87726593017578,,,-0.004981199745088816,1.0367604494094849,,,,,,0.009615922346711159,0.03059713914990425,20.1844539642334,1.0145957469940186,40.0
40.0,4.744051933288574,196.3756561279297,,,-0.004900192841887474,1.0536328554153442,,,,0.007711365818977356,0.027489295229315758,21.132644653320312,1.0303010940551758,,,,,40.0
,,,,,,,,,0.001,,,,,,,,,7708
41.0,,,0.7450120449066162,42.62228012084961,,,-0.0017403525998815894,1.042002558708191,,,,,,0.009301925078034401,0.030060727149248123,20.32986068725586,1.0177795886993408,41.0
41.0,4.542179584503174,200.91783142089844,,,-0.004360262770205736,1.0517395734786987,,,,0.007634930312633514,0.0273609422147274,21.176591873168945,1.030972957611084,,,,,41.0
,,,,,,,,,0.001,,,,,,,,,7896
42.0,,,0.8068051338195801,43.42908477783203,,,-0.005225439555943012,1.0472317934036255,,,,,,0.009223843924701214,0.03003399632871151,20.36638832092285,1.016865849494934,42.0
42.0,4.68106746673584,205.59889221191406,,,-0.0045195408165454865,1.0557291507720947,,,,0.007590534631162882,0.02729266695678234,21.201217651367188,1.031195044517517,,,,,42.0
,,,,,,,,,0.001,,,,,,,,,8084
43.0,,,0.7989640235900879,44.22804641723633,,,0.0004730046493932605,1.0056041479110718,,,,,,0.00941566750407219,0.029987571761012077,20.276893615722656,1.0175892114639282,43.0
43.0,4.7138471603393555,210.312744140625,,,-0.004624773748219013,1.056627631187439,,,,0.00755853159353137,0.02722746506333351,21.222883224487305,1.0315871238708496,,,,,43.0
